id,act_arq,lang_cobol,db_elastic,db_firestore,ben_loan,cert_gweb,cert_itilint,ben_flexhours,lang_python,remote,db_firebasert,cert_pmp,experience,ben_gym,dsc_rapidminer,act_bi,act_dba,ben_housing,cert_testing1,act_infosec,lang_csharp,ben_gas,ben_car,profile,front_xamarin,db_sap,cert_itilpra,act_dir,act_req,cert_sixsigma,db_neo4j,ben_edu,infra_chef,gender,infra_vmware,db_cassandra,db_cosmos,dsc_sas,lang_perl,act_test,ben_lifeins,cert_sap,cert_linux,db_mysql,ben_bonus,ben_healthminor,age,cert_java,lang_delphi,db_oracle,lang_clang,seniority,db_dynamo,lang_php,dsc_h2o,lang_scala,infra_ansible,dsc_alteryx,cert_android,lang_rust,act_prog,infra_oshift,act_soporte,cert_awsdev,cert_infosec,cert_entarch,dsc_watson,ben_homeoffice,lang_vbnet,ben_healthmajor,ben_family,act_spi,edutype,dsc_knime,act_doc,dsc_tf,ben_cafeteria,infra_docker,act_techsales,cert_oracle,act_pm,cert_testing2,infra_ostack,cert_ba,db_pgsql,infra_puppet,act_cons,infra_terraform,english_num,ben_vouchers,cert_gcloudarch,lang_elixir,act_cap,cert_awsarch,act_erp,lang_go,orgtype,cert_cisco,cert_scrum,db_DB2,cert_cgeit,lang_bash,dsc_azureml,dsc_domino,emptype,lang_plsql,lang_groovy,act_front,lang_java,lang_ruby,act_uxd,cert_agile,cert_cobit,lang_swift,act_techwrite,lang_js,dsc_dataiku,cert_gdata,front_angular,lang_kotlin,db_sqlserver,act_ventas,ben_parking,education,front_react,ben_equity,db_redis,cert_msexp,ben_cellphone,infra_k8s,cert_msass,front_vue,db_mongoDB,salarymx_range
1637,,,,,,,,Y,,N,,,0,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,23,,,,,0,,,,,,,,,,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,,,,honorarios,,,Y,,,Y,,,,,,,,,,,,,universidad,,,,,,,,Y,,"(0, 10000]"
68,,,,,,,,,Y,N,,,0,,,,Y,,,,,,,estudiante,,,,,Y,,,,,mujer,,,,,,,,,,Y,,,22,,,Y,,0,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,uni,Y,,,,,,,estudiante,,,,Y,,,,,,,,,,,,,,,pasante,,,,,,,,,Y,"(0, 10000]"
1171,,,,,,,,,,N,,,0,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,25,,,,,0,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,isv,,,,,,,,honorarios,,,Y,Y,,,,,,,,,,Y,,,,,universidad,,,,,,,,,,"(0, 10000]"
2507,,,,,,,,Y,,Y,,,0,,,,,,,Y,,,,estudiante,,,,,,,,,,mujer,,,,,,,Y,,,,,Y,24,,,,,0,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,Y,,,,,,,becario,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(0, 10000]"
880,,,,,,,,,,N,,,0,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,Y,23,,,,,0,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,Y,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(0, 10000]"
2523,,,,,,,,Y,,N,,,0,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,23,,,,,0,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,,universidad,,,,,,,,,,"(0, 10000]"
769,,,,,,,,,,N,,,0,,,,Y,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,26,,,,,0,,,,,,,,,Y,,,,,,,,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,,,,becario,,,Y,,,,,,,,Y,,,,,Y,,,pasante,,,,,,,,,,"(0, 10000]"
2594,,,,,,,,,,N,,,0,,,,,,,,,,Y,docente,,,,,,,,,,hombre,,,,,,,,,,,,,21,,,,,0,,,,,,,,,,,,,,,,,,,,Y,escuela,,,,,,,,,,,,,,,,2,,,,,,,,freelance,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,tecnica,,,,,,,,,,"(0, 10000]"
1761,,,,,,,,Y,,N,,,1,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,Y,,,,,,24,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,3,Y,,,,,,,startup,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,Y,pasante,Y,,,,,,,,,"(40000, 50000]"
95,Y,,,,Y,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,Y,,,,,,24,,,,,1,,,,,,,Y,,,,,,,,,,,,,,online,,,,Y,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,universidad,Y,,,,,,,,,"(30000, 40000]"
2434,,,,,Y,,,Y,Y,Y,,,1,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,24,,,,,1,,,,,Y,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,Y,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
2616,,,,,Y,,,Y,,Y,,,1,,,,Y,,,,,,,estudiante,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,21,,,,,1,Y,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,Y,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,Y,,,pasante,Y,,,,,,,,Y,"(30000, 40000]"
1292,,,,,,,,Y,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,Y,,,,Y,Y,27,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,Y,,,Y,,,,,"(30000, 40000]"
1316,,,,,,,,,,N,,,1,,,,,,,Y,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,27,,,,,0,,,,,,,,,,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,,universidad,,,,,,,,,,"(30000, 40000]"
1957,,,,,,,,,Y,Y,,,1,,,,Y,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,23,,,,,1,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,pasante,,,,,,,,,Y,"(30000, 40000]"
2530,,,,,Y,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,Y,,,,Y,,25,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,Y,,,,isv,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,Y,pasante,,Y,,,,,,,,"(30000, 40000]"
50,,,,,,,,Y,,Y,,,1,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(30000, 40000]"
1381,,,,,,,,Y,,N,,,1,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,30,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,Y,,,,,,,phd,,,,,,,,,,"(20000, 30000]"
1456,,,,,,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,23,,,,,1,,,,,,Y,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
1466,,,,,,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,24,,,,,0,,,,,,,,,Y,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,1,Y,,,,,,,corp,,,,,,,,hibrido,,,,Y,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
2258,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,24,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,bootcamp,,,,,,,,Y,,,,,,,,2,,,,,,,,startup,,Y,,,,,,hibrido,,,Y,,,,,,,,,,,,,,,,pasante,Y,,,,,,,,,"(20000, 30000]"
1867,,,,,,,,,,Y,,,1,,,,,,,,,,,godin,,,,,Y,,,,,mujer,,,,,,,,,,,Y,Y,25,,,,,0,,,,,,,,,Y,,,,,,,,,Y,,,bootcamp,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,hibrido,,,Y,Y,,,,,,,Y,,,,,,,,prepa,Y,,,,,,,,,"(20000, 30000]"
1792,Y,,,,Y,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,,,,,Y,,25,,,,,1,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,Y,,,,,,,,2,,,,,,,,isv,,,,,,,,nomina,Y,,,Y,,,,,,,Y,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
2438,,,,,Y,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,29,,,,,1,,,,,,,,,,,,,,,,Y,,,,,trabajo,,,,,,,,,,,,,,,,2,,,,,,Y,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
1905,,,,,,,,Y,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,29,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,bootcamp,,,,,,,,,,,,,,,,3,Y,,,,,,,isv,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,Y,universidad,,,,,,,,,,"(20000, 30000]"
2465,,,,,Y,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,,,,,,,28,,,,,1,,,,,,,,,,,,,,,,,,,,,escuela,,,,Y,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,Y,hibrido,,,,,,,,,,Y,,,,,,,,,maestria,,,,,,,,,,"(20000, 30000]"
784,Y,,,,,,,,,N,,,1,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,24,,,,,1,,,,,,,,,Y,,,,,,,,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,Y,,Y,,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,,,"(20000, 30000]"
2029,,,,,Y,,,Y,,N,,,1,Y,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,27,,,,,1,,,,,,,,,,,,,,,,Y,,,,,bootcamp,,,,,,,,,,,,,,Y,,2,,,,,,,,itservices,,,,,,,,honorarios,,,Y,,,Y,,,,,,,,,,,,,prepa,Y,,,,,,,,,"(20000, 30000]"
1378,,,,,Y,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,25,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
2471,Y,,,,,,,Y,,Y,,,1,Y,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,24,Y,,,,1,,,,,,,Y,,,,,Y,,,,Y,,Y,,,autodidacta,,,,,,,,,,,,,,,,4,,,,,,,,isv,,,,,,,,hibrido,,,,,,Y,,,,,,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
1495,,,,,,,,Y,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,26,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,autodidacta,,,,,,,,,,,,,,,,5,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,Y,Y,,,,,Y,,,,,,,,pasante,Y,,,,,,,,,"(20000, 30000]"
1480,,,,,Y,,,Y,Y,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,Y,,,,Y,,24,,,,,1,,,,,,,,,Y,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,Y,,,,,,,,,Y,Y,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
1424,Y,,Y,,,,,,,N,,,1,Y,,,Y,,,,,,,godin,,,,,,,,,,hombre,Y,,,,,,Y,,,Y,,,26,Y,,,,1,,,,,Y,,,,,,,,,,,,,Y,,,online,,,,Y,Y,,,,,,,,,,,3,,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,pasante,,,,,Y,,,,Y,"(20000, 30000]"
1492,,,,,,,,,,Y,,,1,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,Y,,,Y,23,,,,,1,,,,,,,,,,,,,,,,,,,,,online,,,,Y,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
2341,,,,,Y,,,Y,Y,Y,,,1,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,23,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,Y,,,,,Y,,,,,,,Y,universidad,Y,,,,,,,,,"(20000, 30000]"
1809,,,,,,,,,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,29,,,,,0,,,,,,,,,Y,,,,,,,,,Y,,,online,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,pasante,,,,,,,,,,"(20000, 30000]"
218,,,,,,,,,,N,,,1,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,23,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,startup,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,,,"(10000, 20000]"
238,Y,,,,,,,,,N,,,1,,,,,,,,,,,estudiante,,,,,,,,,,mujer,,,,,,,,,,,,,24,Y,,,,1,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
582,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,Y,,,,,mujer,,,,,,,,,,,,Y,22,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,,,,Y,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
812,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,,30,,,,,1,,,,,,,,,Y,,,,,,,,,Y,,,bootcamp,,,,Y,,,,,,,,,,,,3,,,,,,,,startup,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,,,,,,universidad,Y,Y,,,,,,,,"(10000, 20000]"
1410,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,22,,,,,0,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,,universidad,Y,,,,,,,Y,,"(10000, 20000]"
2600,,,,,,,,,,N,,,1,,,,Y,,,,,Y,,godin,,,,,Y,,,Y,,hombre,,,,,,,,,,Y,,,24,,,,,1,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,,,,,,,Y,,4,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,Y,,,,,,,Y,"(10000, 20000]"
2300,,,,,,,,Y,,N,,,1,Y,,,,Y,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,24,,,,,2,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,Y,pasante,,,,,Y,,,,,"(10000, 20000]"
292,,,,,,,,,,N,,,1,,,,Y,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,Y,,,25,,,Y,,1,,,,,,,,,Y,,,,,,,,,Y,,,trabajo,,,,,,,,,,,,,,,,3,Y,,,,,Y,,itservices,,,,,,,,nomina,,,,Y,,,,,,,Y,,,,,Y,,,pasante,,,,,,,,,,"(10000, 20000]"
1883,,,,,,,,Y,,N,,,1,,,,Y,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,,,,Y,,Y,22,,,,,0,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,Y,,"(10000, 20000]"
2371,,,,,,,,Y,,N,,,1,Y,,,,,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,24,,,,,1,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,escuela,,,,Y,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,Y,pasante,,,,,Y,,,,,"(10000, 20000]"
529,Y,,,,,,,,,N,,,1,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,23,,,,,1,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,gobierno,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,Y,,"(10000, 20000]"
628,,,,,,,,Y,,N,,,1,Y,,,Y,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,,,,,,Y,22,,,,,2,,,,,,,,,Y,,,,,,,Y,,Y,,,trabajo,,,,Y,,,,,,,,Y,,,,3,,,,,,,,itservices,,,,,,,,nomina,,,Y,,Y,,,,,,Y,,,,,,,Y,pasante,,,,,,,,,,"(10000, 20000]"
1008,,,,,Y,,,,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,Y,30,,,,,1,,,,,,,,,,,,,,,,,,Y,,,bootcamp,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,,universidad,,,,,,,,Y,,"(10000, 20000]"
1050,,,,,Y,,,Y,,N,,,1,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,23,,,,,1,,Y,,,,,,,Y,,Y,,,,,,,,,,autodidacta,,,,Y,,,,,,,,,,,,2,Y,,,,,,,corp,Y,,,,,,,nomina,Y,,,,Y,,,,,,,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
1413,,,,,Y,,,,,Y,,,1,,,,,,Y,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,Y,31,,,,,1,,,,,,,,,,,,,,,,,,Y,,,autodidacta,,,,Y,,,,,,,,,,,,3,Y,,,,,,,itservices,,Y,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,,"(10000, 20000]"
2425,,,Y,,,,,Y,,N,,,1,,,Y,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,Y,,,27,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,Y,,,,1,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
2203,,,,,,,,,,N,,,1,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,26,,,,,0,,,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,itservices,,,,,,,,nomina,,,Y,Y,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,,,"(10000, 20000]"
1059,,,,,,,,Y,,N,,,1,,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,,,Y,,Y,bootcamp,,Y,,,,,,,,,,,,,,3,,,,,,,,startup,,,,,,,,honorarios,,,Y,,,,,,,,,,,,,,,,tecnica,Y,,,,,,,,,"(10000, 20000]"
780,,,,,,,,Y,,Y,,,1,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,31,,,,,0,,Y,,,,,,,Y,,,,,,,Y,,,,,bootcamp,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,universidad,Y,,,,,,,Y,,"(10000, 20000]"
1001,,,,,,,,,,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,27,,,,,0,,Y,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,nomina,Y,,Y,,,,,,,,Y,,,,,,,,pasante,,,,,,,,,,"(10000, 20000]"
