id,act_arq,lang_cobol,db_elastic,db_firestore,ben_loan,cert_gweb,cert_itilint,ben_flexhours,lang_python,remote,db_firebasert,cert_pmp,experience,ben_gym,dsc_rapidminer,act_bi,act_dba,ben_housing,cert_testing1,act_infosec,lang_csharp,ben_gas,ben_car,profile,front_xamarin,db_sap,cert_itilpra,act_dir,act_req,cert_sixsigma,db_neo4j,ben_edu,infra_chef,gender,infra_vmware,db_cassandra,db_cosmos,dsc_sas,lang_perl,act_test,ben_lifeins,cert_sap,cert_linux,db_mysql,ben_bonus,ben_healthminor,age,cert_java,lang_delphi,db_oracle,lang_clang,seniority,db_dynamo,lang_php,dsc_h2o,lang_scala,infra_ansible,dsc_alteryx,cert_android,lang_rust,act_prog,infra_oshift,act_soporte,cert_awsdev,cert_infosec,cert_entarch,dsc_watson,ben_homeoffice,lang_vbnet,ben_healthmajor,ben_family,act_spi,edutype,dsc_knime,act_doc,dsc_tf,ben_cafeteria,infra_docker,act_techsales,cert_oracle,act_pm,cert_testing2,infra_ostack,cert_ba,db_pgsql,infra_puppet,act_cons,infra_terraform,english_num,ben_vouchers,cert_gcloudarch,lang_elixir,act_cap,cert_awsarch,act_erp,lang_go,orgtype,cert_cisco,cert_scrum,db_DB2,cert_cgeit,lang_bash,dsc_azureml,dsc_domino,emptype,lang_plsql,lang_groovy,act_front,lang_java,lang_ruby,act_uxd,cert_agile,cert_cobit,lang_swift,act_techwrite,lang_js,dsc_dataiku,cert_gdata,front_angular,lang_kotlin,db_sqlserver,act_ventas,ben_parking,education,front_react,ben_equity,db_redis,cert_msexp,ben_cellphone,infra_k8s,cert_msass,front_vue,db_mongoDB,salarymx_range
4339,Y,,,,Y,,,,,N,,,7,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,31,,,,,0,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,Y,,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,,maestria,,,,,,,,,,"(60000, 70000]"
4340,Y,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,36,,,,,6,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,Y,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(60000, 70000]"
4343,,,,,Y,,,Y,,Y,,,9,Y,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,Y,,,,Y,Y,33,,,,,1,,,,,,,,,,,,,,,,Y,,Y,Y,,online,,,,,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,,,,Y,,,,,,,,,,,,Y,pasante,,,,,,,,,,"(50000, 60000]"
4344,,,,,Y,,,Y,Y,N,,,30,,,,Y,,,,,,Y,godin,,,,,,,,,,hombre,,,,,,,,,,Y,,,40,,,,,3,,Y,,,,,,,Y,,,,,,,Y,,Y,,,trabajo,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,Y,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,Y,,Y,,,,Y,"(70000, 80000]"
4345,,,,,Y,,,Y,,Y,,,8,,,,Y,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,30,,,,,0,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,Y,,Y,,,,,,,,Y,,,,,Y,,,universidad,Y,,,,,,,,,"(70000, 80000]"
4346,,,,,,,,,,Y,,,15,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,Y,,,,38,,,,,0,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,Y,,,nomina,,,,Y,,,,,,,Y,,,,,,,,maestria,,,,,,,,,,"(50000, 60000]"
4347,,,,,,,,Y,Y,Y,,,10,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,32,,,,,6,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,,,Y,,,,,startup,,,,,Y,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,Y,,,,,,,,"(290000, 300000]"
4348,,,,,Y,,,Y,Y,Y,,,2,,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,,Y,26,,,,,1,,,,,,,Y,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,Y,,,,,,,,,Y,,,,,,pasante,,Y,,,,,,,,"(20000, 30000]"
4357,,,,,Y,,,Y,,Y,,,6,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,33,,,,,3,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,isv,,,,,,,,nomina,Y,,Y,Y,,,,,,,Y,,,Y,,,,,universidad,,,,,,,,,,"(30000, 40000]"
4358,,,,,Y,,,,,N,,,2,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,23,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,4,,,,,,,,corp,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,,tecnica,,,,,,,,,,"(50000, 60000]"
4363,,,,,,,,,,N,,,25,,,Y,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,Y,,,,,,59,,,,,4,,,,,,,,,,,,,,,,Y,,,,Y,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,,maestria,,,,,,,,,,"(30000, 40000]"
4369,,,,,,,,,,N,,,19,,,,,,,,,,,godin,,,,,,,,Y,,mujer,,,,,,,,,,,,,43,,,,,2,,,,,,,,,,,,,,,,,,Y,,Y,escuela,,,,,,,,Y,,,,,,,,2,,,,,,,,itservices,,Y,,,,,,hibrido,,,,,,Y,,,,,,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
4370,,,,,,,,Y,,Y,,,11,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,Y,,37,,,,,1,,,,,,,,,Y,,,,,,,,,Y,,,bootcamp,,,,,,,,,,,,,,,,3,,,,,,,Y,itservices,,,,,Y,,,nomina,,,,Y,,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(60000, 70000]"
4371,,,,,Y,,,,,N,,,5,,,,,,,,,,,godin,,,Y,,Y,,,Y,,mujer,,,,,,,Y,,,,Y,Y,34,Y,,,,5,,,,,,,,,,,,,,,,,,Y,,,escuela,,,,Y,,,,Y,,,,,,,,3,,,,,,,,gobierno,,,,,,,,nomina,,,Y,,,,,,,,,,,,,,,Y,universidad,,,,,,,,,,"(20000, 30000]"
4372,,,,,,,,,,Y,,,5,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,Y,32,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,2,Y,,,,,,,itservices,,,,,,,,nomina,,,Y,,,,,,,,,,,Y,,,,,pasante,,,,,,,,,,"(50000, 60000]"
4374,,,,,Y,,,,,Y,,,9,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,Y,Y,,,,,,33,,,,,6,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,Y,,,,,,,,,,,,3,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
4375,,,,,,,,Y,Y,N,,,1,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,23,,,,,0,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,Y,,,nomina,Y,,Y,,,,,,,Y,,,,,,,,,universidad,,,,,Y,,,,,"(20000, 30000]"
4376,Y,,,,,,,,,N,,,30,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,48,,Y,,,4,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,Y,,,,,,,,,1,,,,,,,,isv,,,,,,,,nomina,Y,,,,,,,,,,,,,,,,,,tecnica,,,,,,,,,,"(30000, 40000]"
4377,,,,,,,,,,N,,Y,24,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,Y,45,,,,,12,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,Y,,3,,,,,,,,itservices,,Y,,,,,,hibrido,,,,,,,Y,,,,,,,,,,,,maestria,,,,,,,,,,"(40000, 50000]"
4378,,,,,,,,,,Y,,,23,,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,51,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,pasante,,,,,,,,,,"(70000, 80000]"
4381,,,,,,,,Y,,N,,,25,,,,,,,,,,,docente,,,,,Y,,,,,mujer,,,,,,,,,,,,,51,,,,,17,,,,,,,,,,,,,,,,,,,,,trabajo,,Y,,,,,,,,,,,,,,2,,,,Y,,,,uni,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(10000, 20000]"
4382,,,,,,,,,Y,N,,,7,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,31,,,,,3,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,gobierno,,,,,,,,honorarios,,,Y,,,,,,,,Y,,,Y,,,,,universidad,,,,,,,,,,"(10000, 20000]"
4383,Y,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,43,,,,,14,,Y,,,,,,,Y,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4384,Y,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,43,,,,,14,,Y,,,,,,,Y,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4385,Y,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,43,,,,,14,,Y,,,,,,,Y,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4386,Y,,,,,,,,,N,,,10,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,43,,,,,14,,Y,,,,,,,Y,,,,,,,Y,,,,,online,,,,,,,,,,,,,,,,2,,,,,,,,uni,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4387,,,,,Y,,,,,N,,,20,,,Y,Y,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,Y,,43,,,,,4,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,isv,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,Y,,,,,"(70000, 80000]"
4388,,,,,Y,,,Y,,Y,,,12,Y,,Y,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,Y,Y,35,,,,,2,,,,,Y,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,Y,,,,,,,Y,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,Y,universidad,,,,,,Y,,,,"(80000, 90000]"
4389,Y,,,,,,,Y,Y,Y,,,10,Y,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,,,35,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,2,,,,,,,,startup,,,,,Y,,,nomina,,,Y,,,,,,,,,,,,,,,,universidad,Y,Y,,,,,,,,"(110000, 120000]"
4390,Y,,,,,,,Y,,Y,,,20,,,,,,,,,,Y,godin,,,,,,,,Y,,hombre,,,,,,,Y,,Y,,,,40,,,,,7,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,Y,,,,,,,,,,4,Y,,,,,,,isv,Y,,,,,,,nomina,,,,,,,,,,,,,,,,,,,pasante,,Y,,,Y,,,,,"(140000, 150000]"
4391,,,,,,,,,,N,,,5,,,,,,,Y,,,,godin,,,,,,,,,,mujer,,,,,,,,,,,,,33,,,,,3,,,,,,,,,,,Y,,Y,,,,,,,,online,,,,,,,,,,,,,,,,2,Y,,,,,,,uni,,,,,,,,honorarios,,,Y,,,,,,,,,,,Y,,,,,universidad,,,,,,,,,,"(0, 10000]"
4392,Y,,,,Y,,,,,N,,,22,,,,,,,Y,,,,godin,,,,,,,,,,hombre,Y,,,,,,,,,,Y,,48,,,,,21,,,,,,,,,,,,,Y,,,Y,,,,,escuela,,,,Y,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(50000, 60000]"
4394,Y,,,,Y,,,Y,,Y,,,20,Y,,,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,45,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,Y,,,,,,nomina,,,Y,,,,,,,,Y,,,Y,,,,,pasante,,,,,,,,,,"(70000, 80000]"
4396,Y,,,,,,,Y,,N,,,27,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,,,48,,,,,5,,Y,,,,,,,Y,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,Y,,,,startup,,,,,,,,nomina,Y,,,Y,,,,,,,,,,,,,,,universidad,,Y,,,,,,,,"(340000, 350000]"
4397,,,,,Y,,,,Y,N,,,3,,,,Y,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,Y,,24,,,,,1,,,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,Y,,,,,,,,,,,,1,Y,,,,,,,corp,,,,,,,,nomina,,,Y,,Y,,,,,,Y,,,,,,,,pasante,,,,,,,,Y,,"(10000, 20000]"
4398,Y,,,,,Y,,Y,,N,,,16,,,,,,,,,,,docente,,,,,,,,,,hombre,,,,,,,Y,,,,,Y,48,,,,,16,,,,,,,Y,,,,Y,,,,,Y,,,,,escuela,,Y,,,,,,,,,,,,,,3,,Y,,,,,,uni,,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,maestria,,,,Y,,,,,,"(20000, 30000]"
4399,,,,,Y,,,,,Y,,,19,,,,,,Y,,,,,godin,,,,,Y,,,,,mujer,,,,,,,Y,,,,,Y,42,,,,,5,,,,,,,,,,,,,,,,,,Y,,Y,escuela,,,,,,,,Y,,,,,,,,3,Y,,,,,,,itservices,,Y,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,maestria,,,,,,,,,,"(40000, 50000]"
4400,,,,,Y,,,,,N,,,15,,,,,,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,,,,,,,,39,,,,,1,,,,,,,,,Y,,,,,,,,Y,,,,online,,,,,,,,,,,,,,,,2,Y,,,,,,,corp,,,,,,,,nomina,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4401,,,,,Y,,,,,Y,,,6,,,,,,,,Y,,,godin,,,,,Y,,,,,hombre,,,,,,Y,Y,,,,,Y,31,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(60000, 70000]"
4402,,,,,,,,Y,Y,N,,,10,,,,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,,,34,,,,,9,,,,,,,,,Y,,,,,,,Y,,,,,trabajo,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,Y,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
4403,,,,,,,,,,Y,,,4,,,Y,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,26,,,,,0,,,,,,,,,Y,,,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,4,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,Y,,,,,,,,pasante,,,,,,,,,,"(70000, 80000]"
4404,,,,,Y,,,,,N,,,20,,,,,,,Y,,,,godin,,,Y,,Y,,,,,hombre,,,,,,,Y,,,,,,43,,,,,20,,,,,,,,,,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,4,,,,,,Y,,gobierno,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,maestria,,,,,,,,,,"(70000, 80000]"
4405,,,,,Y,,,,,Y,,,6,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,24,,,,,1,,Y,,,,,,,Y,,,,,,,,,,,,escuela,,,,Y,,,,Y,,,,,,,,1,Y,,,,,,,corp,,,,,Y,,,nomina,,,,,Y,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(20000, 30000]"
4406,,,,,,,,,,N,,,6,,,,,,,,,,,godin,,,,,,,,,,mujer,,,,,,Y,,,,,,,31,,,,,3,,,,,,,,,,,,,,,,,,,,,escuela,,,,,,,,,,,,,,,,1,,,,,,,,itservices,,,,,,,,nomina,,,,,,,,,,Y,,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
4408,,,,,,,,,,Y,,,10,,,Y,,,,,,,,godin,,,,,Y,,,,,hombre,,,,,,,Y,,,,Y,,37,,,,,1,,,,,,,,,Y,,,,,,,Y,,Y,,,trabajo,,,,,,,Y,,,,,,,,,3,Y,,,,,,,itservices,,,,,,,,nomina,Y,,,,,,,,,,,,,,,,,,pasante,,,,,,,,,,"(80000, 90000]"
4409,Y,,,,Y,,,Y,,Y,,,25,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,Y,,,,Y,,43,,,,,12,,,,,,,,,,,,,,,,Y,,Y,,,autodidacta,,,,,,,,Y,,,,,,,,5,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,,maestria,,,,,,,,,,"(70000, 80000]"
4411,,,,,,,,,,N,,,6,,,Y,,,,,Y,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,31,,,,,4,,Y,,,,,,,Y,,,,,,,,,Y,,,escuela,,,,,,,,,,,,,,,,2,,,,,,,,corp,Y,,,,,,,honorarios,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(10000, 20000]"
4412,,,,,,,,,,N,,,11,,,,,,,,Y,,,otro,,,,,,,,,,hombre,,,,,,,,,,,,,34,,,,,4,,,,,,,,,Y,,,,,,,Y,,,,Y,escuela,,,,,,,,,,,,,,,,2,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,Y,,,,,,,,universidad,,,,,,,,,,"(50000, 60000]"
4413,,,,,,,,Y,,Y,,,12,,,,,,,,,,,godin,,,,,,,,Y,,hombre,,,,,,,Y,,,,,,34,,,,,1,,,,,,,,,Y,,,,,,,Y,,,,,escuela,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,Y,,,,,Y,,,,,,,,,pasante,,,,,,,,,,"(50000, 60000]"
4414,Y,,,,,,,Y,Y,Y,,,25,,,,,,,,Y,Y,Y,directivo,,,,,,,,,,hombre,,,,,,,Y,,,,Y,Y,48,Y,,,,2,,,,,,,,,Y,,,,,,,,,Y,,,online,,,,,Y,,,,,,,,,,,2,,,,,,,,startup,,Y,,,,,,nomina,,,,Y,,,,,,,,,,,,,,,maestria,,,,,,Y,,,,"(90000, 100000]"
4415,,,,,Y,,,,,Y,,,22,,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,Y,,,,Y,42,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,escuela,,,,,,,,,,,,,,,,4,Y,,,,,Y,,itservices,,,,,,,,nomina,,,,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
4417,,,,,Y,,Y,,,N,,,20,,,,Y,,,,,Y,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,42,,,,,6,,,,,,,,,,,Y,,,,,,,,,,autodidacta,,,,,,,,,,,,,,,,3,Y,,,,,,,corp,Y,,,,,,,nomina,,,,,,,,,,,,,,,,,,Y,universidad,,,,,Y,,,,,"(20000, 30000]"
4418,,,,,,,,Y,,Y,,,6,Y,,,,,,,,,,godin,,,,,,,,,,hombre,,,,,,,,,,,,,28,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,,online,,,,,,,,,,,,,,,,3,,,,,,,,itservices,,,,,,,,hibrido,,,Y,,,,,,,,,,,,,,,,universidad,,,,,,,,,,"(40000, 50000]"
4419,Y,,,,Y,,,,,Y,,,25,,,,,,,,,,,godin,,,,Y,,,,,,nb,,,,,,,Y,Y,,,Y,Y,52,,,,,1,,,,,,,,,,,,,,,,Y,,Y,,Y,escuela,,,,Y,,,,,,,,,,,,4,Y,,,,,,,itservices,,,,,,,,nomina,,,,,,,Y,,,,,,,,,,,Y,posgrado,,Y,,,,,,,,"(90000, 100000]"
